,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance,year,Month,Date,Day,Hour,Minute
1476,8.9,2011-02-22 08:48:34,-73.98241800000001,40.768312,-73.970514,40.763026,1.0,1.162126671688101,2011,2,22,1,8,48
1478,5.0,2014-06-10 22:37:32,-73.97452,40.742482,-73.98570600000001,40.746613,1.0,1.0483486911802984,2014,6,10,1,22,37
1479,6.9,2009-05-25 02:02:07,-73.982119,40.773643,-73.964699,40.801957,1.0,3.473199154224369,2009,5,25,0,2,2
1480,7.7,2009-07-08 16:50:38,-73.987871,40.744032000000004,-74.002031,40.728272,1.0,2.1199966175751364,2009,7,8,2,16,50
1482,9.0,2015-04-18 16:41:08,-74.00586700000001,40.73594666,-73.98983765,40.74843597,2.0,1.937080105815924,2015,4,18,5,16,41
1484,10.1,2009-12-24 23:05:39,-73.999877,40.717883,-73.995689,40.68743,2.0,3.4045726704349635,2009,12,24,3,23,5
1485,5.7,2010-03-12 21:18:00,-73.974677,40.742088,-73.987775,40.738957,2.0,1.1571163468031083,2010,3,12,4,21,18
1488,8.1,2010-10-20 09:27:00,-73.994883,40.750005,-74.00755500000001,40.741008,1.0,1.4630304974311643,2010,10,20,2,9,27
1489,12.1,2011-07-22 13:46:58,-74.003088,40.744333000000005,-74.010889,40.704445,1.0,4.483796344378449,2011,7,22,4,13,46
1490,11.7,2012-06-03 15:11:24,-73.968407,40.786621999999994,-73.939252,40.790704999999996,1.0,2.4961479916489973,2012,6,3,6,15,11
1491,13.0,2014-05-09 22:11:00,-74.005627,40.740167,-73.97610999999999,40.764934999999994,2.0,3.7103662535533797,2014,5,9,4,22,11
1492,12.5,2011-02-14 20:18:00,-74.015955,40.711525,-73.985972,40.763892,1.0,6.347294637843157,2011,2,14,0,20,18
1495,6.9,2011-12-10 14:19:00,-73.967202,40.793240000000004,-73.94941800000001,40.781253,2.0,2.00457661555937,2011,12,10,5,14,19
1496,6.9,2012-06-26 17:12:00,-73.963815,40.761417,-73.986645,40.768138,1.0,2.0628475750414688,2012,6,26,1,17,12
1497,6.0,2013-06-26 09:04:32,-73.973603,40.789602,-73.965956,40.804982,1.0,1.8273107835784668,2013,6,26,2,9,4
1499,15.5,2014-10-25 15:01:27,-73.998993,40.723079,-73.99470600000001,40.750451,1.0,3.0649848614029684,2014,10,25,5,15,1
1500,12.0,2015-03-11 11:53:55,-73.97306061,40.74842453,-73.94736481,40.78029251,1.0,4.1521128015665925,2015,3,11,2,11,53
1501,14.5,2009-09-27 13:12:00,-73.96762199999999,40.787852,-73.992298,40.749227000000005,1.0,4.771220164998379,2009,9,27,6,13,12
1503,10.0,2013-12-04 19:52:55,-73.991843,40.759591,-73.975727,40.744985,1.0,2.1167455862755795,2013,12,4,2,19,52
1504,5.5,2014-04-17 08:33:00,-73.96101999999999,40.7968,-73.96035,40.80765,6.0,1.2077822846706638,2014,4,17,3,8,33
1505,13.0,2012-09-30 23:12:00,-73.978317,40.782971999999994,-73.96897,40.754157,2.0,3.2993545638749078,2012,9,30,6,23,12
1506,12.0,2012-10-23 20:24:00,-73.99734699999999,40.72145,-73.97536,40.755632,1.0,4.228254038151183,2012,10,23,1,20,24
1507,7.5,2014-05-21 23:03:00,-73.96658199999999,40.757452,-73.981463,40.733957000000004,5.0,2.8977305809075973,2014,5,21,2,23,3
1508,4.9,2009-12-26 21:34:24,-73.998838,40.744521,-73.994736,40.734567999999996,1.0,1.1594277356036484,2009,12,26,5,21,34
1509,5.3,2010-04-02 10:24:00,-73.983223,40.726493,-73.99619,40.728482,1.0,1.1148341879309593,2010,4,2,4,10,24
1510,8.5,2011-09-08 21:48:00,-73.987487,40.7401,-73.991668,40.727117,4.0,1.4860049630146108,2011,9,8,3,21,48
1511,8.0,2013-08-19 07:59:00,-73.999022,40.73446,-73.978103,40.751146999999996,2.0,2.5590628526010337,2013,8,19,0,7,59
1513,4.5,2014-11-09 19:31:00,-73.97480999999999,40.759240000000005,-73.96831,40.76812,1.0,1.129008566164471,2014,11,9,6,19,31
1514,7.7,2009-09-07 22:37:00,-73.990727,40.751121999999995,-73.96674200000001,40.75877,4.0,2.1919755594123074,2009,9,7,0,22,37
1515,6.9,2010-09-08 08:00:00,-73.99405300000001,40.698467,-73.944963,40.672183000000004,1.0,5.067061530889941,2010,9,8,2,8,0
1516,6.9,2012-01-26 21:50:00,-73.95905,40.767833,-73.981513,40.773587,1.0,1.9969092287378674,2012,1,26,3,21,50
1517,14.5,2012-03-08 10:49:00,-73.976162,40.788865,-73.970572,40.75906,1.0,3.347426317029573,2012,3,8,3,10,49
1518,12.0,2013-03-29 17:16:00,-74.005832,40.740111999999996,-73.978347,40.762572,2.0,3.4054999263174306,2013,3,29,4,17,16
1520,14.9,2009-12-16 09:41:54,-73.976493,40.748065000000004,-73.978886,40.782308,1.0,3.8129776133080164,2009,12,16,2,9,41
1521,3.3,2011-05-05 09:24:00,-74.00976800000001,40.712513,-74.005648,40.71529,1.0,0.46468296077505267,2011,5,5,3,9,24
1522,6.5,2011-11-18 14:27:21,-74.005534,40.725589,-73.99371500000001,40.741496999999995,1.0,2.029946086592386,2011,11,18,4,14,27
1523,10.9,2012-07-07 12:11:00,-73.990468,40.71938,-73.94674300000001,40.706984999999996,1.0,3.934612234587008,2012,7,7,5,12,11
1525,5.5,2014-09-11 17:16:00,-73.957972,40.773267,-73.956162,40.783905,5.0,1.192669114335641,2014,9,11,3,17,16
1526,6.5,2012-02-11 11:23:17,-73.97191099999999,40.764536,-73.98692199999999,40.771471999999996,1.0,1.4808395830100878,2012,2,11,5,11,23
1527,5.7,2012-07-24 21:06:00,-73.98002,40.765603000000006,-73.989813,40.762322999999995,5.0,0.9018064889639503,2012,7,24,1,21,6
1528,8.5,2013-01-08 21:41:00,-73.97075,40.755027,-73.94775200000001,40.770945000000005,1.0,2.623839672833123,2013,1,8,1,21,41
1529,7.0,2013-07-31 22:27:00,-74.003055,40.734317,-73.98958,40.749302,1.0,2.0162280348428725,2013,7,31,2,22,27
1530,3.7,2009-01-06 19:06:00,-73.981187,40.759337,-73.98588000000001,40.75865,2.0,0.40258660219945386,2009,1,6,1,19,6
1531,9.7,2010-04-13 11:56:00,-73.981667,40.770515,-73.957388,40.774353000000005,5.0,2.0885754455466676,2010,4,13,1,11,56
1532,6.9,2011-11-10 18:22:00,-73.981967,40.772912,-73.964573,40.767982,1.0,1.5639940438491677,2011,11,10,3,18,22
1533,8.9,2012-01-17 13:23:00,-73.84428,40.721353,-73.81049300000001,40.735507,5.0,3.253108547573992,2012,1,17,1,13,23
1534,12.5,2012-11-07 16:07:00,-73.978892,40.753021999999994,-73.963172,40.765786999999996,1.0,1.941068267587158,2012,11,7,2,16,7
1536,11.0,2013-08-28 18:13:00,-73.955185,40.76467,-73.997225,40.74971,1.0,3.912227769333745,2013,8,28,2,18,13
1537,9.5,2014-03-28 22:54:00,-74.00546700000001,40.736771999999995,-73.99988499999999,40.72356,5.0,1.5425656186866732,2014,3,28,4,22,54
1538,8.5,2013-09-22 14:35:00,-73.987792,40.769946999999995,-73.97279499999999,40.78761,1.0,2.334952456561851,2013,9,22,6,14,35
1539,4.5,2015-03-10 17:05:50,-73.94725799999999,40.77606964,-73.95565796,40.77996063,3.0,0.8291295728684749,2015,3,10,1,17,5
1540,10.5,2009-09-18 22:35:09,-73.991893,40.753593,-73.975607,40.731016,1.0,2.860920517518596,2009,9,18,4,22,35
1541,5.3,2009-03-25 06:20:33,-73.99059,40.756181,-73.975844,40.761905,1.0,1.3955856509474511,2009,3,25,2,6,20
1543,10.5,2011-08-07 19:10:21,-73.95744499999999,40.770255999999996,-73.982896,40.731421999999995,1.0,4.821064844830457,2011,8,7,6,19,10
1544,4.1,2011-12-06 07:00:33,-73.991338,40.755815000000005,-73.947917,40.746379,1.0,3.8051298345370044,2011,12,6,1,7,0
1545,8.9,2009-05-18 19:34:07,-73.96645,40.804834,-73.962346,40.775486,1.0,3.2815874135406378,2009,5,18,0,19,34
1547,5.7,2012-02-27 08:26:00,-73.991322,40.750208,-73.980582,40.743428,1.0,1.1776863853544004,2012,2,27,0,8,26
1548,6.0,2012-09-24 07:15:00,-73.992298,40.743707,-73.9805,40.759777,2.0,2.0446691641170878,2012,9,24,0,7,15
1549,4.5,2009-03-26 18:43:00,-73.957655,40.776095,-73.96736999999999,40.76681,1.0,1.3172826178720909,2009,3,26,3,18,43
1550,8.5,2009-05-29 16:51:00,-73.960442,40.619563,-73.967588,40.621311999999996,2.0,0.6337115093204608,2009,5,29,4,16,51
1551,9.3,2010-01-15 04:12:36,-73.95585,40.714084,-73.949875,40.677085999999996,1.0,4.144714316566545,2010,1,15,4,4,12
1552,16.9,2010-12-07 14:05:10,-73.974552,40.780060999999996,-73.981176,40.782557000000004,1.0,0.6229668686535508,2010,12,7,1,14,5
1553,15.0,2013-05-19 16:51:48,-73.965827,40.762108000000005,-73.980814,40.782075,3.0,2.5538554488585055,2013,5,19,6,16,51
1554,13.5,2015-01-11 19:27:33,-73.97363281,40.76386261,-73.92304229999999,40.74356842,1.0,4.821991346425689,2015,1,11,6,19,27
1555,6.5,2010-04-01 08:43:07,-73.974967,40.765440000000005,-73.972619,40.751118,1.0,1.6047662152633162,2010,4,1,3,8,43
1556,10.5,2011-09-20 23:09:34,-73.989317,40.726856,-73.98184599999999,40.761334999999995,1.0,3.8852088169019154,2011,9,20,1,23,9
1558,13.5,2013-12-05 23:30:00,-73.988202,40.746072,-73.951995,40.786632,1.0,5.444126782957333,2013,12,5,3,23,30
1559,6.5,2012-05-19 10:48:42,-73.981718,40.746854,-73.998042,40.745183000000004,1.0,1.3876692441052205,2012,5,19,5,10,48
1560,10.5,2012-06-24 15:28:00,-73.96565799999999,40.806177000000005,-73.98768299999999,40.770205,1.0,4.408800255896538,2012,6,24,6,15,28
1562,6.0,2013-05-22 12:04:02,-73.97137099999999,40.760927,-73.974673,40.755811,2.0,0.6332185547060347,2013,5,22,2,12,4
1563,6.5,2014-07-11 20:14:07,-74.01003100000001,40.712175,-73.999721,40.730951,1.0,2.261372892375885,2014,7,11,4,20,14
1564,3.3,2010-04-09 19:17:21,-73.963262,40.766141,-73.959067,40.771833,2.0,0.7248398494276339,2010,4,9,4,19,17
1565,15.0,2013-03-01 21:23:00,-73.98635999999999,40.72808,-74.011387,40.702452,5.0,3.5454193222193644,2013,3,1,4,21,23
1566,9.0,2013-05-08 03:32:15,-74.010006,40.729853999999996,-73.98658,40.730052,2.0,1.9740625094554098,2013,5,8,2,3,32
1567,8.0,2014-08-26 07:55:00,-73.9953,40.7452,-73.97761,40.755590000000005,1.0,1.8855507825230837,2014,8,26,1,7,55
1569,10.9,2009-04-30 11:29:27,-73.977643,40.782889000000004,-73.970435,40.762518,1.0,2.3450655406886156,2009,4,30,3,11,29
1570,7.3,2009-05-14 21:59:15,-73.99861899999999,40.734971,-73.990385,40.75687,1.0,2.5319282544112576,2009,5,14,3,21,59
1571,8.0,2015-05-15 18:03:16,-73.97574615,40.74564743,-73.99471283,40.7406044,2.0,1.6934093494020663,2015,5,15,4,18,3
1573,10.0,2014-10-28 00:23:00,-73.98073000000001,40.753562,-73.978575,40.729652,5.0,2.6648624532157714,2014,10,28,1,0,23
1575,8.9,2009-06-21 09:55:27,-73.958935,40.774758,-73.98424,40.743056,1.0,4.119339372780262,2009,6,21,6,9,55
1576,4.5,2013-01-26 23:19:00,-73.960268,40.813252,-73.965888,40.805562,3.0,0.9771885956940083,2013,1,26,5,23,19
1577,10.5,2013-01-31 21:53:00,-73.964383,40.770412,-73.98695699999999,40.749492,1.0,3.0043468878581483,2013,1,31,3,21,53
1579,10.0,2013-08-07 19:25:00,-73.965272,40.766177,-73.981697,40.773534999999995,4.0,1.6070497004567186,2013,8,7,2,19,25
1580,7.5,2015-01-22 08:28:10,-73.99753571,40.75681686,-73.97945404,40.75258255,1.0,1.594161289231319,2015,1,22,3,8,28
1581,16.1,2010-12-01 10:16:19,-73.973076,40.748211,-73.941726,40.800106,1.0,6.345643676297296,2010,12,1,2,10,16
1582,7.3,2011-12-14 22:42:16,-73.994476,40.750673,-73.97958100000001,40.752714000000005,1.0,1.2750440650371122,2011,12,14,2,22,42
1584,7.7,2011-03-19 15:51:57,-74.00494356,40.71918393,-73.9914647,40.72368641,1.0,1.241349385741907,2011,3,19,5,15,51
1585,4.5,2012-04-09 15:50:32,-73.981388,40.755832,-73.98773100000001,40.748858,1.0,0.9417188063554996,2012,4,9,0,15,50
1586,8.0,2013-06-13 08:37:00,-73.977485,40.77704,-73.965127,40.772222,1.0,1.1704289888492365,2013,6,13,3,8,37
1588,5.0,2015-04-18 13:32:01,-73.97808838,40.76290894,-73.98229218,40.76725006,4.0,0.5986246706080159,2015,4,18,5,13,32
1589,11.7,2009-08-31 15:28:58,-73.984783,40.748368,-73.951678,40.773746,1.0,3.967025110711602,2009,8,31,0,15,28
1590,7.3,2010-06-15 13:56:08,-73.983783,40.721812,-74.006715,40.730107000000004,1.0,2.141269889154322,2010,6,15,1,13,56
1591,14.0,2012-09-25 15:32:15,-73.99688,40.7527,-73.97399300000001,40.751971000000005,1.0,1.9295766912505843,2012,9,25,1,15,32
1592,15.0,2012-11-26 00:07:46,-73.995449,40.739219,-73.946887,40.772472,1.0,5.513906173824866,2012,11,26,0,0,7
1593,11.3,2009-05-02 15:15:01,-73.947789,40.774609999999996,-73.982978,40.734862,1.0,5.321637119931958,2009,5,2,5,15,15
1594,3.7,2009-08-26 00:55:00,-73.981043,40.764635,-73.971237,40.762152,6.0,0.8707945620328367,2009,8,26,2,0,55
1596,9.3,2010-02-27 16:15:33,-73.980622,40.741925,-73.986203,40.761092,1.0,2.182506898892929,2010,2,27,5,16,15
1597,16.0,2013-09-19 23:06:00,-73.99673,40.723335,-73.97542,40.687157,1.0,4.405645987184525,2013,9,19,3,23,6
1598,6.9,2010-05-31 18:05:00,-73.991633,40.750440000000005,-73.985928,40.736168,3.0,1.6581569863940253,2010,5,31,0,18,5
1599,10.5,2011-02-01 22:08:46,-73.999723,40.720026000000004,-74.000169,40.761604999999996,1.0,4.623526542338746,2011,2,1,1,22,8
1600,7.0,2012-10-19 21:15:51,-74.001292,40.730911,-73.986262,40.740074,1.0,1.6253592042727707,2012,10,19,4,21,15
1601,16.0,2014-03-19 10:27:14,-73.974101,40.762199,-73.959819,40.808427,1.0,5.2790851306864575,2014,3,19,2,10,27
1602,8.5,2014-11-06 07:32:30,-73.975297,40.752142,-73.99426899999999,40.745782,1.0,1.7476555179131061,2014,11,6,3,7,32
1603,6.1,2009-02-21 19:14:00,-73.98859300000001,40.736453000000004,-73.99073,40.724447999999995,1.0,1.3469853264356273,2009,2,21,5,19,14
1604,9.7,2011-05-29 00:41:48,-73.975234,40.735181,-74.00307600000001,40.723692,2.0,2.671340865177099,2011,5,29,6,0,41
1605,5.3,2010-03-31 19:31:44,-73.979694,40.766071000000004,-73.991063,40.76084,1.0,1.1203290859126087,2010,3,31,2,19,31
1606,6.0,2014-04-19 10:36:00,-73.979522,40.746935,-73.961217,40.76362,1.0,2.4123371735172974,2014,4,19,5,10,36
1608,6.1,2012-03-07 07:33:00,-73.945585,40.773702,-73.961322,40.780182,1.0,1.508339961973476,2012,3,7,2,7,33
1609,5.5,2013-04-21 01:28:56,-73.991028,40.719547,-73.988395,40.724222999999995,2.0,0.5653148658125073,2013,4,21,6,1,28
1610,9.5,2014-02-21 22:20:00,-73.98133,40.729116999999995,-73.985157,40.747677,1.0,2.088813494932387,2014,2,21,4,22,20
1611,9.3,2012-07-20 17:27:00,-73.99409,40.720467,-73.96466,40.710402,5.0,2.721197047999045,2012,7,20,4,17,27
1613,8.9,2010-01-13 18:20:56,-73.985899,40.740687,-73.97809699999999,40.764877,1.0,2.7689265907851164,2010,1,13,2,18,20
1614,11.3,2011-01-12 08:27:00,-73.983592,40.753113,-73.997537,40.713491999999995,1.0,4.559646799769465,2011,1,12,2,8,27
1615,3.0,2012-11-16 12:40:56,-73.984897,40.779196999999996,-73.986386,40.777571,1.0,0.22002005600323996,2012,11,16,4,12,40
1616,7.5,2013-12-17 01:37:54,-73.997164,40.76282,-73.983096,40.763011999999996,2.0,1.1850136195021603,2013,12,17,1,1,37
1617,9.0,2015-01-19 23:26:36,-73.99240875,40.74263382,-73.991539,40.72367477,1.0,2.1094235477459993,2015,1,19,0,23,26
1618,12.5,2015-05-28 15:06:11,-73.98175049,40.77347946,-73.97236633,40.76367188,3.0,1.346789749172641,2015,5,28,3,15,6
1620,6.5,2012-06-09 10:03:56,-73.949508,40.802487,-73.964564,40.807002000000004,1.0,1.3630588791051208,2012,6,9,5,10,3
1621,9.5,2013-02-04 18:35:58,-73.972572,40.764768,-73.990362,40.775392,1.0,1.9078644729182699,2013,2,4,0,18,35
1622,8.5,2013-12-07 00:32:00,-73.984695,40.767487,-73.96323000000001,40.77432,3.0,1.9607801175932793,2013,12,7,5,0,32
1624,9.5,2014-01-27 12:45:32,-73.972421,40.745178,-73.977099,40.764409,1.0,2.1743902755602478,2014,1,27,0,12,45
1625,14.0,2013-10-18 21:20:00,-74.005747,40.736546999999995,-73.97330699999999,40.755912,1.0,3.479215113448683,2013,10,18,4,21,20
1626,10.1,2010-06-15 21:55:00,-73.98136,40.763382,-73.960675,40.768807,1.0,1.8435163486495665,2010,6,15,1,21,55
1627,13.7,2010-09-01 15:33:42,-73.99004000000001,40.757154,-74.009117,40.740486,1.0,2.4530817524451494,2010,9,1,2,15,33
1629,4.5,2011-04-17 20:36:00,-73.988202,40.735479999999995,-73.998517,40.735527000000005,1.0,0.8691137188135581,2011,4,17,6,20,36
1630,6.0,2013-07-15 11:21:17,-73.979731,40.765825,-73.979731,40.765825,3.0,0.0,2013,7,15,0,11,21
1631,11.0,2014-03-24 20:29:00,-73.98442,40.76023,-73.99426,40.73891,1.0,2.5114101826048385,2014,3,24,0,20,29
1632,7.7,2011-12-16 19:42:23,-73.97581,40.753595000000004,-73.990966,40.750516,3.0,1.3217727865212814,2011,12,16,4,19,42
1633,11.0,2013-03-12 08:24:49,-73.982517,40.735492,-73.986892,40.753567,1.0,2.043363206095641,2013,3,12,1,8,24
1634,14.5,2013-06-18 08:33:59,-73.964276,40.773864,-73.993593,40.751287,1.0,3.521207596175102,2013,6,18,1,8,33
1635,7.5,2013-03-25 00:22:00,-73.992817,40.730782,-74.011285,40.708495,1.0,2.926411054740015,2013,3,25,0,0,22
1636,8.5,2014-05-03 16:09:01,-74.00698100000001,40.735690000000005,-74.003661,40.717849,2.0,2.0034582982553846,2014,5,3,5,16,9
1638,8.9,2009-02-13 20:48:00,-73.984262,40.720748,-74.00871,40.718382,2.0,2.0771065824285073,2009,2,13,4,20,48
1639,4.9,2010-05-27 19:28:17,-73.972697,40.785676,-73.980519,40.783646999999995,1.0,0.6961356127868633,2010,5,27,3,19,28
1640,4.5,2010-06-15 09:16:00,-73.998475,40.735116999999995,-73.988998,40.737417,2.0,0.8384399538886108,2010,6,15,1,9,16
1641,11.3,2010-02-27 18:30:56,-73.95325,40.782643,-73.988928,40.744197,1.0,5.225374293465983,2010,2,27,5,18,30
1642,6.5,2010-05-17 08:41:00,-73.97161700000001,40.746608,-73.974953,40.756921999999996,1.0,1.1807895107308368,2010,5,17,0,8,41
1644,4.5,2013-07-28 20:38:56,-73.98100500000001,40.74435,-73.99105,40.737352,1.0,1.1496506077862398,2013,7,28,6,20,38
1646,6.0,2014-03-07 12:23:14,-73.95373000000001,40.766828000000004,-73.955922,40.776029,1.0,1.0396229573420561,2014,3,7,4,12,23
1647,5.3,2009-11-04 19:14:00,-74.002195,40.724563,-74.010182,40.71431,5.0,1.323958946464247,2009,11,4,2,19,14
1648,6.9,2011-11-25 08:42:01,-73.978595,40.744825,-73.989397,40.730232,1.0,1.8604669329526793,2011,11,25,4,8,42
1649,13.5,2012-11-15 04:50:00,-73.953712,40.806707,-73.987473,40.76871,1.0,5.092156416428719,2012,11,15,3,4,50
1650,4.0,2013-01-24 10:15:00,-73.976085,40.755877000000005,-73.979065,40.750322,6.0,0.666743669757967,2013,1,24,3,10,15
1651,6.0,2014-05-08 10:12:00,-73.9684,40.799502000000004,-73.966002,40.790517,1.0,1.0192756851792013,2014,5,8,3,10,12
1652,7.3,2010-02-14 23:34:55,-73.98877,40.739945,-74.001808,40.717040000000004,2.0,2.7737726969459584,2010,2,14,6,23,34
1653,18.9,2010-06-09 21:48:37,-73.99328100000001,40.751909000000005,-73.949242,40.707541,1.0,6.173319582270755,2010,6,9,2,21,48
1654,5.3,2010-12-02 08:21:00,-73.994128,40.732502000000004,-73.99956800000001,40.743797,2.0,1.336963447550396,2010,12,2,3,8,21
1655,11.7,2011-02-14 07:48:00,-73.951493,40.769965,-73.98805300000001,40.741118,5.0,4.446576256830061,2011,2,14,0,7,48
1656,5.7,2012-04-14 14:45:00,-73.984325,40.76851,-73.98846999999999,40.75557,1.0,1.4806066922869394,2012,4,14,5,14,45
1657,8.0,2013-01-16 06:54:28,-73.982156,40.761958,-73.996783,40.737363,1.0,2.9995883814167343,2013,1,16,2,6,54
1659,9.7,2011-10-24 08:30:40,-73.967337,40.752633,-73.992358,40.737817,3.0,2.6752924931979583,2011,10,24,0,8,30
1660,6.1,2009-11-13 06:59:00,-73.98005699999999,40.743047,-73.972248,40.760723,4.0,2.0726327956309993,2009,11,13,4,6,59
1661,8.1,2010-04-11 03:07:00,-74.00478000000001,40.721455,-73.982672,40.727191999999995,2.0,1.969229022191313,2010,4,11,6,3,7
1662,7.0,2013-03-12 19:02:00,-73.976162,40.76579,-73.976162,40.76579,1.0,0.0,2013,3,12,1,19,2
1664,10.0,2015-02-14 12:53:28,-73.9751358,40.757061,-73.98903656,40.74513245,1.0,1.7693027690189937,2015,2,14,5,12,53
1665,13.7,2010-06-10 21:43:00,-73.97608199999999,40.78797,-73.970347,40.752907,1.0,3.9286258393886646,2010,6,10,3,21,43
1666,4.9,2011-12-16 01:34:00,-73.844307,40.721327,-73.85905,40.718952,5.0,1.2702253006052202,2011,12,16,4,1,34
1667,10.5,2012-06-17 07:13:32,-73.997586,40.713978000000004,-73.99124599999999,40.755103000000005,1.0,4.603986683981449,2012,6,17,6,7,13
1668,6.5,2015-05-16 06:58:42,-73.92519379,40.76192093,-73.9108429,40.77605820000001,2.0,1.9828566696965446,2015,5,16,5,6,58
1669,7.7,2009-07-11 16:28:00,-73.97653299999999,40.788127,-73.95725,40.801722999999996,1.0,2.2182207968455554,2009,7,11,5,16,28
1670,9.5,2014-04-22 23:42:00,-73.993752,40.727565000000006,-73.994677,40.751785,1.0,2.6942684454477654,2014,4,22,1,23,42
1671,2.5,2013-04-11 08:10:15,-73.975013,40.782961,-73.975076,40.782875,1.0,0.010935370823130095,2013,4,11,3,8,10
1672,6.0,2014-07-22 17:27:00,-73.952168,40.784422,-73.95013,40.773792,1.0,1.194393429829465,2014,7,22,1,17,27
1673,11.0,2015-02-12 19:35:42,-73.99017334,40.75672913,-73.98052216,40.75418854,2.0,0.8606108926841386,2015,2,12,3,19,35
1674,8.9,2012-08-01 14:09:00,-73.95369000000001,40.790795,-73.97241700000001,40.758221999999996,1.0,3.950348434591408,2012,8,1,2,14,9
1675,8.5,2014-06-08 16:28:28,-73.98824,40.779207,-73.982298,40.760042999999996,2.0,2.188902553175961,2014,6,8,6,16,28
1676,14.1,2011-04-22 21:38:00,-73.985968,40.730215,-74.01486700000001,40.709537,4.0,3.349370743692708,2011,4,22,4,21,38
1677,6.5,2013-03-13 15:35:00,-74.007497,40.725012,-73.994472,40.724792,4.0,1.0978785059370109,2013,3,13,2,15,35
1678,15.0,2013-07-03 20:53:26,-73.99452,40.75888,-73.989239,40.722981,1.0,4.016505084610475,2013,7,3,2,20,53
1679,5.5,2014-07-15 19:19:00,-73.98400500000001,40.746957,-73.98867,40.747695,1.0,0.4014597592837918,2014,7,15,1,19,19
1680,10.5,2012-10-16 22:09:00,-73.98859,40.75887,-73.958997,40.763812,1.0,2.5522722995467664,2012,10,16,1,22,9
1682,7.5,2013-03-02 13:08:00,-73.977932,40.745982,-73.98239000000001,40.756477000000004,1.0,1.2259221741111253,2013,3,2,5,13,8
1683,15.5,2014-02-28 22:01:00,-73.989265,40.716702000000005,-73.92969699999999,40.68626,6.0,6.055887811928923,2014,2,28,4,22,1
1685,6.9,2009-07-22 13:12:00,-74.01549200000001,40.714192,-74.011533,40.70296,2.0,1.2927539068936875,2009,7,22,2,13,12
1686,3.0,2013-09-04 12:48:00,-73.95885200000001,40.775071999999994,-73.959308,40.774471999999996,5.0,0.0769776166780775,2013,9,4,2,12,48
1687,16.0,2014-09-27 23:31:43,-73.991825,40.726758000000004,-73.955371,40.768901,1.0,5.602658421898791,2014,9,27,5,23,31
1688,8.0,2014-11-29 22:01:00,-73.97716199999999,40.751877,-73.99729,40.756221999999994,1.0,1.762923170308635,2014,11,29,5,22,1
1689,7.7,2009-09-14 17:30:00,-73.961683,40.779948,-73.98196999999999,40.762782,1.0,2.561631240991199,2009,9,14,0,17,30
1690,6.9,2010-02-24 13:59:16,-73.97551,40.789909,-73.989611,40.773092999999996,1.0,2.2149401500169272,2010,2,24,2,13,59
1691,6.0,2013-10-27 16:38:00,-73.95995500000001,40.770607,-73.97495699999999,40.787795,1.0,2.2909309275320124,2013,10,27,6,16,38
1693,4.1,2012-01-19 23:04:33,-73.971604,40.761765999999994,-73.98140500000001,40.765786,1.0,0.9387026282691874,2012,1,19,3,23,4
1694,10.1,2012-07-11 09:45:20,-73.95918,40.781,-73.98114699999999,40.754863,1.0,3.445124216608457,2012,7,11,2,9,45
1695,17.0,2013-06-12 17:46:00,-73.988547,40.778222,-73.98224,40.751852,3.0,2.979931711036072,2013,6,12,2,17,46
1696,11.5,2013-10-18 07:32:00,-74.002415,40.739737,-73.973685,40.764052,2.0,3.6286033636498027,2013,10,18,4,7,32
1698,9.3,2009-03-23 11:13:50,-73.990844,40.742963,-73.969625,40.762815,1.0,2.8403235509962483,2009,3,23,0,11,13
1699,8.1,2010-03-09 08:02:00,-73.964327,40.770475,-73.978285,40.752188000000004,2.0,2.348787676776066,2010,3,9,1,8,2
1700,9.7,2012-06-01 09:47:00,-73.995812,40.76782,-73.975052,40.764371999999995,1.0,1.7898895968844521,2012,6,1,4,9,47
1701,17.0,2012-09-22 16:23:39,-74.015313,40.709646,-73.989274,40.758098,4.0,5.817215815660844,2012,9,22,5,16,23
1702,5.7,2012-02-16 12:47:00,-73.98180699999999,40.762815,-73.97345200000001,40.757988,1.0,0.8850264092959049,2012,2,16,3,12,47
1703,12.5,2013-03-29 13:32:52,-73.950314,40.779612,-73.976214,40.760125,1.0,3.074482606968562,2013,3,29,4,13,32
1706,13.3,2012-05-11 16:15:07,-73.95904300000001,40.809684000000004,-73.95159100000001,40.769948,1.0,4.462757883439311,2012,5,11,4,16,15
1708,18.0,2013-06-27 11:50:00,-73.984923,40.754005,-73.962613,40.804837,6.0,5.9562426339188,2013,6,27,3,11,50
1711,4.0,2013-07-11 03:46:05,-73.985538,40.727177000000005,-73.97643199999999,40.728763,1.0,0.7873249870224802,2013,7,11,3,3,46
1713,12.0,2013-03-23 01:38:00,-73.994535,40.727872,-74.007302,40.737007,6.0,1.4795276493841554,2013,3,23,5,1,38
1714,3.5,2013-08-21 12:11:00,-73.990905,40.734562,-73.990905,40.731527,1.0,0.3374766023659007,2013,8,21,2,12,11
1715,15.5,2015-06-06 14:56:44,-73.94863129,40.78218079,-73.9834137,40.73442078,1.0,6.065134572794969,2015,6,6,5,14,56
1716,6.0,2012-09-11 18:10:00,-73.94953000000001,40.784929999999996,-73.955102,40.779287,5.0,0.7834656349287277,2012,9,11,1,18,10
